ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
120.6246 ,15.3131 ,DEV,-99,0.8200 ,23.7592 ,21.5164 ,19.6839 ,
120.9270 ,6.9043 ,DEV,-99,0.6570 ,22.0533 ,20.5532 ,19.1877 ,
121.2457 ,10.2013 ,EXP,-99,0.5052 ,20.8537 ,19.9206 ,19.0115 ,
121.2486 ,30.4760 ,DEV,0.5359,0.3597 ,19.6820 ,18.2601 ,17.2056 ,
121.4941 ,-0.9598 ,DEV,-99,0.7948 ,23.3086 ,21.5062 ,19.7099 ,
121.6244 ,7.4551 ,DEV,-99,0.6182 ,22.9271 ,21.1644 ,19.7610 ,
121.6738 ,24.3557 ,SER,-99,0.6344 ,20.6961 ,19.3415 ,18.0274 ,Stein et al.2022
121.7696 ,16.6479 ,EXP,-99,0.6091 ,23.6000 ,21.9860 ,19.3830 ,
121.7832 ,29.6328 ,SER,0.3773,0.3730 ,19.3197 ,17.5056 ,16.5707 ,
122.7643 ,20.9990 ,REX,0.8885,0.8784 ,22.8318 ,21.3618 ,19.5684 ,
122.7648 ,21.0001 ,EXP,-99,0.8946 ,21.9055 ,21.1921 ,19.9390 ,
123.1264 ,27.6469 ,SER,-99,0.2325 ,20.3704 ,19.8024 ,19.4103 ,
123.6277 ,-1.9801 ,SER,-99,0.2449 ,19.1492 ,17.6696 ,16.8429 ,
123.7256 ,29.3517 ,SER,-99,0.3270 ,21.6598 ,20.5275 ,19.0202 ,
123.8773 ,30.4680 ,DEV,0.56453216,0.5494 ,21.8730 ,19.9318 ,18.6337 ,Stein et al.2022
123.8773 ,30.4680 ,DEV,0.5645,0.5494 ,21.8730 ,19.9318 ,18.6337 ,
124.0687 ,-3.2142 ,SER,-99,0.2664 ,20.9457 ,19.7179 ,18.6669 ,
124.1064 ,3.3192 ,EXP,-99,0.8133 ,21.2147 ,20.7283 ,19.7523 ,
124.1343 ,25.4657 ,REX,-99,0.3940 ,21.9893 ,20.7100 ,19.9816 ,
124.6621 ,19.7121 ,SER,-99,0.4491 ,21.2758 ,19.4071 ,18.3969 ,
124.7556 ,33.1763 ,DEV,-99,0.3696 ,22.0571 ,20.3556 ,19.3784 ,
125.6284 ,23.2532 ,DEV,-99,0.7412 ,21.3715 ,20.2498 ,18.8961 ,
126.0881 ,23.6267 ,SER,-99,0.3291 ,20.2566 ,19.0913 ,18.2188 ,
126.2056 ,-5.7376 ,SER,-99,0.2220 ,18.8421 ,17.6568 ,16.8859 ,
126.2795 ,-1.3412 ,DEV,-99,0.2322 ,18.9695 ,17.5450 ,16.7183 ,
126.6199 ,16.5035 ,DEV,-99,0.8362 ,24.1323 ,21.8244 ,19.8528 ,Stein et al.2022
127.4741 ,-6.5287 ,SER,-99,0.5147 ,21.3582 ,19.6340 ,18.4181 ,
127.5609 ,24.7989 ,EXP,0.1816,0.5667 ,21.6333 ,20.3212 ,19.2329 ,
127.9124 ,26.9098 ,SER,0.5395,0.5372 ,20.9333 ,19.2292 ,18.0053 ,
127.9437 ,17.1446 ,SER,-99,0.6529 ,21.5508 ,20.3702 ,18.8733 ,
128.2003 ,3.9715 ,DEV,-99,0.8661 ,22.5098 ,21.1419 ,19.4029 ,
128.2943 ,3.0265 ,DEV,-99,0.7203 ,22.9502 ,21.0526 ,19.3585 ,
128.3597 ,14.9249 ,DEV,0.6537,0.6600 ,22.5274 ,20.8100 ,19.3075 ,
128.4547 ,4.5564 ,DEV,0.1756,0.1577 ,17.2722 ,16.1858 ,15.4578 ,
128.9673 ,-2.5613 ,SER,-99,0.6706 ,22.6726 ,20.9522 ,19.4215 ,
128.9905 ,24.5076 ,REX,-99,0.5384 ,22.0697 ,20.3750 ,19.2019 ,
129.1659 ,6.6589 ,SER,-99,0.3747 ,19.5459 ,17.6931 ,16.7531 ,
129.2317 ,21.8853 ,EXP,0.866,0.8215 ,21.3224 ,20.5280 ,19.2459 ,
129.3559 ,9.3693 ,SER,-99,0.1191 ,20.0897 ,19.5893 ,19.2388 ,
129.5691 ,-2.2738 ,SER,-99,0.5705 ,21.6315 ,19.8527 ,18.5885 ,
129.9505 ,30.6284 ,DEV,0.7653122,0.7754 ,22.7580 ,20.9127 ,19.1034 ,Huang et al. 2021
131.5733 ,-3.5181 ,DEV,-99,0.5502 ,22.4480 ,20.4717 ,19.2025 ,
131.6362 ,-1.9047 ,DEV,-99,0.8208 ,22.3664 ,20.6212 ,18.7451 ,Huang et al. 2021
131.8715 ,0.9346 ,SER,0.2053,0.2063 ,18.8907 ,17.6076 ,16.8408 ,
132.1146 ,16.7675 ,SER,0.5624,0.5800 ,21.8035 ,20.0710 ,18.8148 ,
133.1155 ,26.4614 ,REX,0.18398683,0.6091 ,22.0859 ,20.6241 ,19.2918 ,Huang et al. 2021
133.5531 ,-4.4026 ,DEV,-99,0.8210 ,22.6988 ,21.2022 ,19.3177 ,Huang et al. 2020
133.6197 ,10.1374 ,SER,0.29782432,0.3089 ,18.8675 ,17.2387 ,16.3587 ,Huang et al. 2020
133.6824 ,6.7496 ,DEV,-99,0.5438 ,22.7798 ,20.8707 ,19.7360 ,
133.8934 ,-8.6432 ,SER,-99,0.0818 ,18.3607 ,17.4485 ,16.7904 ,
134.0786 ,19.3681 ,DEV,-99,0.3115 ,21.3829 ,19.9004 ,19.1147 ,
134.8207 ,6.2549 ,SER,-99,0.6049 ,21.5998 ,20.1461 ,18.9471 ,Huang et al. 2021
135.0958 ,1.3602 ,SER,0.2518,0.2695 ,19.2201 ,17.7057 ,16.8932 ,
135.2746 ,14.4814 ,EXP,-99,0.4573 ,21.7689 ,20.4435 ,19.3274 ,
135.3125 ,9.9401 ,DEV,-99,0.8464 ,23.5171 ,21.3024 ,19.3575 ,Huang et al. 2020
135.4727 ,21.0219 ,EXP,-99,0.5993 ,21.6944 ,20.7133 ,19.8130 ,
135.5751 ,6.7941 ,SER,-99,0.4732 ,20.0553 ,18.2401 ,17.0979 ,
136.1265 ,12.0263 ,REX,-99,0.7650 ,21.6217 ,20.6784 ,19.4466 ,
136.4655 ,13.0307 ,SER,0.6349179,0.6513 ,21.2628 ,19.7008 ,18.2372 ,Stein et al.2022
137.4788 ,14.1647 ,SER,0.214,0.2225 ,19.1559 ,17.7639 ,16.9491 ,
137.9498 ,28.4536 ,SER,0.7390132,0.7449 ,22.3087 ,20.5242 ,18.8066 ,Huang et al. 2021
138.0167 ,17.4373 ,DEV,0.6938,0.7269 ,23.2127 ,21.1184 ,19.4140 ,
138.0941 ,2.5159 ,SER,0.2213,0.2021 ,19.0126 ,17.7216 ,16.9328 ,
138.2473 ,3.2158 ,SER,-99,0.8196 ,21.8297 ,20.7805 ,19.1336 ,
138.4427 ,5.1981 ,SER,-99,0.3380 ,21.3776 ,19.7975 ,18.9145 ,
138.6670 ,16.0557 ,SER,0.5638,0.5721 ,21.6824 ,19.8392 ,18.5291 ,
138.8375 ,1.6808 ,REX,0.5969,0.6080 ,21.1902 ,19.8764 ,18.7221 ,
138.8482 ,-0.9226 ,SER,-99,0.5056 ,21.4395 ,19.4742 ,18.2928 ,Stein et al.2022
139.0070 ,18.4908 ,SER,0.3265,0.3690 ,19.2914 ,17.5447 ,16.5997 ,
139.0075 ,18.4919 ,DEV,-99,1.0152 ,23.6904 ,22.0660 ,19.7593 ,
139.1843 ,-3.6889 ,SER,-99,0.5936 ,21.3581 ,19.9990 ,18.8922 ,
140.2173 ,9.0619 ,SER,0.8598,0.8502 ,22.9273 ,21.0775 ,19.0509 ,
140.3573 ,18.1715 ,SER,-99,0.6788 ,20.7164 ,18.8140 ,17.1945 ,The Master Lens Database
140.4475 ,-2.0539 ,SER,-99,0.3712 ,20.6623 ,18.9696 ,18.0524 ,Stein et al.2022
140.6980 ,15.6920 ,SER,-99,0.6930 ,21.6504 ,20.8216 ,19.8027 ,Stein et al.2022
140.7964 ,27.0938 ,SER,0.2714,0.2582 ,19.1663 ,17.7367 ,16.9188 ,
140.8110 ,18.4954 ,SER,-99,0.5820 ,20.0468 ,19.4434 ,18.4633 ,Huang et al. 2020
141.0068 ,8.4420 ,REX,0.6527,0.7054 ,22.0943 ,20.8055 ,19.5231 ,
141.0626 ,5.7690 ,SER,0.6128435,0.6426 ,20.8468 ,19.1362 ,17.6337 ,Huang et al. 2020
141.2180 ,-5.5307 ,DEV,-99,0.9037 ,23.0715 ,21.3681 ,19.3935 ,
141.8763 ,29.6329 ,EXP,-99,0.3728 ,20.7404 ,20.2630 ,19.9540 ,
142.0781 ,7.7427 ,DEV,0.5814,0.5839 ,21.7197 ,19.8720 ,18.5330 ,
142.8911 ,-8.4913 ,DEV,-99,0.7720 ,23.4902 ,21.4642 ,19.6556 ,
143.3887 ,9.3219 ,DEV,0.7429579,0.7488 ,22.5328 ,20.6325 ,18.8820 ,Huang et al. 2020
143.6903 ,13.0958 ,DEV,0.5854,0.6360 ,22.1260 ,20.2668 ,18.8084 ,
143.7018 ,9.5936 ,SER,0.3004,0.2906 ,19.0252 ,17.4416 ,16.6173 ,
143.7157 ,24.6014 ,DEV,-99,0.7459 ,22.4620 ,20.4234 ,18.6776 ,
143.7713 ,18.2787 ,DEV,-99,0.9663 ,23.9772 ,21.7419 ,19.6829 ,Huang et al. 2021
143.8219 ,9.7088 ,DEV,-99,0.8390 ,24.4408 ,21.7148 ,19.8023 ,
143.8726 ,6.1406 ,DEV,-99,0.3782 ,21.2180 ,19.6810 ,18.7596 ,
144.0261 ,12.8391 ,SER,-99,0.1826 ,20.7429 ,19.5910 ,18.8453 ,Huang et al. 2021
144.1511 ,8.8633 ,SER,-99,0.6624 ,22.0738 ,20.2547 ,18.7006 ,Huang et al. 2020
144.6321 ,-4.2535 ,SER,-99,0.5626 ,20.1635 ,18.5061 ,17.2168 ,Huang et al. 2020
144.7849 ,0.6228 ,SER,-99,0.8203 ,22.0759 ,20.8576 ,19.1441 ,Huang et al. 2021
145.0099 ,5.4279 ,EXP,-99,0.7185 ,21.6870 ,20.5325 ,19.3059 ,Huang et al. 2020
145.1485 ,13.1356 ,EXP,-99,0.5292 ,22.5891 ,20.9518 ,19.8820 ,Huang et al. 2021
145.5707 ,-0.5188 ,SER,-99,0.7066 ,21.3710 ,20.2505 ,19.1425 ,
145.7143 ,14.4588 ,DEV,-99,0.3835 ,21.7501 ,19.9928 ,19.0952 ,
145.9507 ,0.9906 ,SER,1.09876,0.4763 ,20.6568 ,18.8368 ,17.7560 ,Huang et al. 2020
145.9507 ,0.9906 ,SER,1.09876,0.4763 ,20.6568 ,18.8368 ,17.7560 ,SuGOHI5 DECaLS HOLISMOKES8 HOLISMOKES13
146.2395 ,18.9603 ,REX,0.5986,0.5428 ,21.4896 ,19.8165 ,18.5948 ,
146.6840 ,19.4528 ,SER,0.5988528,0.6393 ,21.7659 ,20.0613 ,18.6516 ,Huang et al. 2021
147.2902 ,18.9103 ,SER,0.2163,0.2298 ,18.8140 ,17.5318 ,16.8000 ,
147.4844 ,28.7910 ,DEV,0.6925,0.6886 ,21.1879 ,19.2643 ,17.6469 ,
147.6379 ,17.3750 ,DEV,-99,0.7704 ,22.7354 ,21.1984 ,19.6041 ,
147.7529 ,8.4157 ,SER,-99,0.4241 ,20.6467 ,18.8902 ,17.9578 ,Huang et al. 2021
147.9185 ,7.5090 ,DEV,0.3349262,0.3167 ,20.2960 ,18.6542 ,17.7740 ,Huang et al. 2021
147.9429 ,-0.4797 ,SER,0.7616,0.7677 ,21.8227 ,20.2112 ,18.4617 ,
148.1107 ,16.8080 ,DEV,0.6612,0.6779 ,22.1918 ,20.6274 ,19.1851 ,
148.5448 ,9.4198 ,REX,-99,0.4062 ,20.3512 ,19.3669 ,18.6090 ,
148.9164 ,30.2282 ,DEV,-99,0.4825 ,22.0827 ,20.4523 ,19.3497 ,
149.4133 ,5.1589 ,SER,0.44663146,0.4538 ,20.1181 ,18.2303 ,17.1871 ,The Master Lens Database
149.4459 ,24.7795 ,DEV,0.5605,0.4900 ,21.1180 ,19.5072 ,18.3102 ,
149.4766 ,14.9471 ,SER,-99,0.6416 ,22.0238 ,20.2051 ,18.7416 ,
150.4863 ,15.4209 ,DEV,-99,0.3124 ,20.5082 ,18.9084 ,17.8666 ,
150.7178 ,32.2722 ,SER,0.3013,0.2837 ,18.9941 ,17.4955 ,16.7146 ,
151.1293 ,5.7528 ,DEV,-99,0.9021 ,22.8892 ,21.2493 ,19.3282 ,
151.3531 ,12.7033 ,SER,-99,0.1191 ,18.3007 ,17.4470 ,16.8363 ,
151.6864 ,9.5381 ,DEV,-99,0.5209 ,23.0005 ,21.0961 ,19.9229 ,
151.7477 ,21.1449 ,DEV,-99,0.6993 ,21.2342 ,20.3630 ,19.3615 ,
152.0763 ,31.7005 ,SER,0.53937936,0.5618 ,21.1059 ,19.2554 ,17.9502 ,Huang et al. 2020
152.2042 ,1.5235 ,SER,-99,0.2460 ,18.9109 ,17.6613 ,16.9189 ,
152.2413 ,13.8624 ,REX,-99,0.5840 ,21.5635 ,20.5116 ,19.5567 ,
152.3889 ,-5.6017 ,DEV,-99,0.3162 ,19.9977 ,18.4860 ,17.5007 ,Huang et al. 2021
152.4917 ,1.5410 ,DEV,-99,0.7168 ,23.4482 ,21.3536 ,19.6870 ,
152.6578 ,-5.2562 ,SER,-99,0.6287 ,21.7720 ,19.9169 ,18.4481 ,
152.8822 ,-3.7934 ,SER,-99,0.2665 ,19.1436 ,17.6686 ,16.8654 ,
152.9121 ,28.4949 ,DEV,-99,0.7959 ,22.9425 ,21.2327 ,19.4578 ,
152.9124 ,4.4160 ,DEV,-99,0.5205 ,22.8817 ,20.9165 ,19.7030 ,
153.0553 ,21.4290 ,SER,-99,0.2972 ,20.0665 ,18.5243 ,17.6956 ,
153.1772 ,5.9690 ,SER,0.40836447,0.3941 ,19.8778 ,18.2700 ,17.3373 ,Stein et al.2022
153.1785 ,5.9709 ,EXP,-99,0.4144 ,22.2305 ,20.5959 ,19.6648 ,
153.3410 ,5.1475 ,DEV,-99,0.8063 ,23.4166 ,21.5202 ,19.6355 ,
153.3476 ,6.8595 ,DEV,-99,0.6339 ,23.0179 ,21.1794 ,19.7421 ,
153.6284 ,19.0418 ,REX,-99,0.7594 ,21.3337 ,20.2549 ,18.8315 ,Stein et al.2022
153.6301 ,24.4854 ,SER,0.546,0.5609 ,21.0076 ,19.3723 ,18.1363 ,
153.7291 ,6.3561 ,SER,0.6089,0.5966 ,20.7382 ,19.5386 ,18.5213 ,
153.9434 ,18.2348 ,DEV,-99,0.8572 ,23.2107 ,21.6926 ,19.7457 ,
154.0369 ,24.3094 ,SER,0.2407,0.2580 ,18.9522 ,17.4758 ,16.6896 ,
154.2775 ,27.1425 ,EXP,-99,0.8873 ,22.1531 ,21.2253 ,19.6491 ,
154.6296 ,-4.0659 ,DEV,-99,0.6144 ,21.3745 ,19.8147 ,18.4859 ,
154.6470 ,19.2261 ,EXP,-99,0.7753 ,22.9349 ,20.9776 ,19.1904 ,Stein et al.2022
154.6470 ,19.2261 ,EXP,-99,0.7753 ,22.9349 ,20.9776 ,19.1904 ,
154.8202 ,-3.5796 ,DEV,-99,0.2596 ,19.8076 ,18.7338 ,18.0707 ,
155.2354 ,24.7317 ,DEV,-99,0.7656 ,23.1852 ,21.1541 ,19.3336 ,
155.2663 ,-1.7821 ,DEV,-99,0.8004 ,23.0692 ,21.3078 ,19.4753 ,
155.2857 ,-0.5696 ,SER,-99,0.2546 ,20.7311 ,20.0170 ,19.6153 ,
155.6355 ,10.2292 ,DEV,0.2362,0.2403 ,19.0915 ,17.6741 ,16.8943 ,
155.8575 ,2.9884 ,DEV,-99,0.7143 ,22.8327 ,20.8415 ,19.1766 ,
156.7921 ,33.5461 ,SER,0.57459915,0.5839 ,20.2436 ,18.8987 ,17.7108 ,Stein et al.2022
157.1323 ,15.2533 ,SER,0.3046,0.2798 ,19.1633 ,17.6914 ,16.7835 ,
157.4283 ,-4.8102 ,SER,-99,0.3286 ,20.9631 ,19.2746 ,18.2955 ,
157.5023 ,-9.8162 ,DEV,-99,0.3171 ,20.9663 ,20.3743 ,19.9512 ,
157.6135 ,-6.6858 ,DEV,-99,0.4327 ,20.4418 ,18.6306 ,17.5353 ,Huang et al. 2021
157.6680 ,-9.5392 ,SER,-99,0.1473 ,18.5064 ,17.4007 ,16.6638 ,
157.8915 ,18.5814 ,SER,0.5486201,0.5549 ,21.0126 ,19.3728 ,18.1259 ,Huang et al. 2021
157.9081 ,0.9905 ,DEV,-99,0.7277 ,22.1459 ,20.6328 ,19.0511 ,Stein et al.2022
157.9926 ,-4.9993 ,DEV,-99,0.2704 ,19.8583 ,18.7700 ,18.0596 ,Stein et al.2022
158.1389 ,11.2161 ,DEV,-99,0.5463 ,22.7254 ,20.8704 ,19.6279 ,
158.1865 ,-1.5565 ,SER,0.3181,0.3007 ,19.3092 ,17.7120 ,16.8308 ,
158.2769 ,5.0219 ,DEV,-99,0.6519 ,21.5760 ,20.2850 ,19.1008 ,Stein et al.2022
158.7661 ,2.6517 ,SER,-99,0.1388 ,18.8537 ,17.8127 ,17.0927 ,
159.1496 ,23.3004 ,SER,0.3416,0.3397 ,19.4124 ,17.7215 ,16.8556 ,
159.7672 ,-8.9316 ,SER,-99,0.3305 ,19.9692 ,18.3640 ,17.5054 ,Huang et al. 2021
160.1716 ,18.8477 ,SER,0.3135489,0.3217 ,18.4965 ,16.9041 ,16.0252 ,Huang et al. 2021
160.3277 ,-8.4987 ,SER,-99,0.3813 ,20.2932 ,19.1100 ,18.3394 ,
160.3592 ,-8.6539 ,SER,-99,0.4013 ,19.6101 ,17.6922 ,16.7195 ,
160.4452 ,10.1611 ,EXP,-99,0.7609 ,23.1313 ,21.1930 ,19.4486 ,
160.6962 ,24.8794 ,DEV,-99,0.7983 ,22.7228 ,21.1320 ,19.2690 ,
160.8630 ,1.6112 ,DEV,0.6956,0.5573 ,22.4921 ,20.8026 ,19.4479 ,
160.8735 ,26.6615 ,DEV,0.5656,0.5677 ,21.9767 ,20.1290 ,18.8616 ,
160.8898 ,26.7868 ,SER,0.5588,0.5676 ,21.4466 ,19.6085 ,18.2956 ,
161.1159 ,31.2337 ,DEV,0.70574325,0.6890 ,22.9046 ,21.0349 ,19.4477 ,Huang et al. 2021
161.4663 ,6.4958 ,REX,-99,0.3592 ,21.7814 ,20.0906 ,19.2576 ,
161.5046 ,10.8146 ,SER,-99,0.2206 ,18.7872 ,17.5184 ,16.6872 ,
161.5507 ,-5.5709 ,DEV,-99,0.5907 ,21.3777 ,19.5230 ,18.1286 ,
161.8206 ,27.9906 ,SER,0.4333,0.4168 ,19.4368 ,17.7582 ,16.7713 ,
161.8653 ,23.9568 ,DEV,0.5547499,0.5613 ,20.8473 ,19.3626 ,18.2094 ,Huang et al. 2021
161.8891 ,21.4509 ,SER,0.3618,0.3740 ,20.0853 ,18.3504 ,17.4327 ,
161.8899 ,1.8178 ,SER,-99,0.4267 ,20.4580 ,19.3691 ,18.7037 ,
161.9329 ,15.7453 ,DEV,-99,0.3731 ,20.6128 ,19.0716 ,18.2096 ,
162.1490 ,8.0753 ,SER,-99,0.7746 ,22.5165 ,20.6398 ,18.8237 ,
162.5003 ,23.6515 ,SER,-99,0.2039 ,18.6912 ,17.5137 ,16.7866 ,
162.6264 ,17.3685 ,SER,-99,0.3933 ,19.9549 ,18.3837 ,17.4581 ,
162.8282 ,18.1906 ,SER,0.2181,0.2002 ,19.0731 ,17.7332 ,16.8443 ,
162.9361 ,15.2317 ,REX,-99,0.4275 ,20.2908 ,19.4333 ,18.7158 ,
162.9467 ,10.1164 ,DEV,-99,0.7829 ,22.4160 ,20.8237 ,19.0676 ,
162.9569 ,27.1855 ,DEV,0.6307,0.6649 ,22.4272 ,20.7732 ,19.2968 ,
163.7019 ,27.5697 ,SER,0.54281694,0.5314 ,20.2377 ,18.4571 ,17.2385 ,Huang et al. 2021
164.0191 ,27.0769 ,SER,-99,0.5391 ,21.0579 ,19.2407 ,18.0203 ,
164.1528 ,17.8527 ,SER,-99,0.9213 ,21.6102 ,20.6562 ,18.9430 ,
164.2259 ,9.5203 ,DEV,0.7434,0.7415 ,22.2522 ,20.5229 ,18.8373 ,
164.7220 ,-29.7715 ,DEV,-99,0.7430 ,22.7308 ,20.9955 ,19.2834 ,
164.8937 ,-29.4393 ,DEV,-99,0.9454 ,23.3733 ,21.3907 ,19.2753 ,
165.0299 ,26.4998 ,DEV,-99,0.3669 ,21.9662 ,20.3679 ,19.5149 ,
165.3411 ,-6.7255 ,SER,-99,0.6630 ,21.2319 ,20.1775 ,19.1737 ,
165.4754 ,-6.0423 ,SER,-99,0.4472 ,20.3197 ,18.7951 ,17.7714 ,Huang et al. 2021
165.4957 ,-2.2157 ,SER,0.5604,0.5752 ,20.5015 ,18.6428 ,17.2761 ,
165.8901 ,23.9462 ,SER,-99,0.3413 ,20.1540 ,18.6920 ,17.8055 ,
166.3796 ,2.9601 ,DEV,-99,0.7494 ,22.6700 ,20.7894 ,19.0342 ,
166.8473 ,11.5494 ,DEV,-99,0.5040 ,20.6614 ,19.0902 ,18.0275 ,
166.8514 ,-8.7044 ,SER,-99,0.7371 ,21.8797 ,20.1809 ,18.4762 ,Stein et al.2022
167.0377 ,-7.2750 ,DEV,-99,0.8288 ,23.5516 ,21.7902 ,19.8313 ,Stein et al.2022
167.5486 ,-29.2356 ,REX,-99,0.6491 ,21.8345 ,20.4669 ,19.1366 ,
167.5985 ,19.5633 ,SER,-99,0.3175 ,19.4720 ,18.0236 ,16.8419 ,
167.6815 ,-7.4024 ,SER,-99,0.7190 ,20.4277 ,19.9818 ,18.8811 ,
167.7567 ,5.1066 ,DEV,-99,0.6719 ,22.9352 ,21.0735 ,19.5147 ,
167.8040 ,14.2174 ,SER,0.1183,0.1229 ,18.4503 ,17.4153 ,16.6872 ,
167.8078 ,23.3419 ,DEV,-99,0.9361 ,22.7065 ,20.4968 ,18.3751 ,Stein et al.2022
168.1427 ,17.4835 ,DEV,-99,0.6210 ,22.1724 ,20.8163 ,19.5991 ,
168.1551 ,24.3460 ,DEV,-99,0.1552 ,18.7308 ,17.8333 ,17.1899 ,
168.1835 ,23.8392 ,EXP,0.5378,0.5818 ,22.9569 ,21.0407 ,19.6878 ,
168.1843 ,23.8391 ,SER,-99,0.5451 ,21.2511 ,19.4745 ,18.2507 ,Stein et al.2022
168.4631 ,32.5264 ,SER,0.6584712,0.6513 ,21.3342 ,19.5325 ,18.0240 ,Stein et al.2022
168.5731 ,8.7634 ,REX,-99,0.6281 ,21.8254 ,20.8932 ,19.7815 ,Huang et al. 2021
168.6015 ,12.4784 ,REX,-99,0.3911 ,20.4774 ,19.1977 ,18.4251 ,
168.7683 ,16.7607 ,SER,-99,0.5286 ,20.9938 ,19.0827 ,17.8583 ,Huang et al. 2021
168.8718 ,33.1114 ,SER,-99,0.1977 ,18.6810 ,17.5381 ,16.8113 ,
168.9334 ,11.3010 ,EXP,-99,0.4477 ,19.9722 ,19.3116 ,18.4419 ,Stein et al.2022
169.0439 ,-9.3973 ,SER,-99,0.7511 ,21.7187 ,20.7491 ,19.6099 ,
169.1090 ,-3.5599 ,EXP,-99,0.1567 ,20.9263 ,20.3233 ,19.8592 ,
169.1444 ,19.0986 ,DEV,0.6361144,0.6891 ,21.9908 ,20.6541 ,19.2502 ,Huang et al. 2021
169.2414 ,14.7197 ,SER,0.78071845,0.7900 ,22.4402 ,20.3593 ,18.5483 ,Huang et al. 2021
169.2677 ,21.3563 ,SER,-99,0.1731 ,18.9017 ,18.0027 ,17.4019 ,
169.3152 ,27.9090 ,DEV,-99,0.6278 ,21.6374 ,19.8372 ,18.3627 ,
169.8478 ,9.0554 ,DEV,-99,0.5496 ,21.9567 ,20.0811 ,18.8178 ,
169.9783 ,9.6867 ,DEV,-99,0.3873 ,20.9061 ,19.1736 ,18.3185 ,
170.0224 ,31.5063 ,REX,-99,0.7883 ,23.2951 ,21.4983 ,19.7269 ,
170.0695 ,-7.4726 ,DEV,-99,0.6034 ,21.7002 ,19.8265 ,18.3794 ,Stein et al.2022
170.6080 ,-0.7483 ,SER,0.7119,0.6744 ,21.8346 ,19.9362 ,18.3830 ,
171.7047 ,16.8241 ,REX,-99,0.7798 ,21.5353 ,20.6950 ,19.5302 ,
171.9155 ,14.2463 ,REX,-99,0.4991 ,21.0084 ,19.7424 ,18.9894 ,
172.0430 ,-5.7440 ,SER,-99,0.6569 ,21.7909 ,20.1997 ,18.7958 ,
172.0467 ,6.4333 ,SER,0.2784,0.2827 ,19.3006 ,17.7568 ,16.9628 ,
172.5213 ,26.4132 ,DEV,-99,0.8381 ,23.5594 ,21.7590 ,19.7730 ,
172.5266 ,23.2356 ,SER,-99,0.3213 ,19.0831 ,17.5399 ,16.6753 ,
172.5426 ,29.7972 ,EXP,-99,0.7061 ,23.5770 ,21.4604 ,19.8619 ,
172.5452 ,29.7968 ,SER,-99,0.6727 ,21.1344 ,20.4911 ,19.5960 ,Stein et al.2022
172.5959 ,-6.8762 ,SER,-99,0.1919 ,17.4757 ,16.1958 ,15.4149 ,
172.6730 ,11.3081 ,SER,-99,0.7567 ,22.3300 ,20.8654 ,19.2936 ,Huang et al. 2021
172.7190 ,15.3708 ,SER,-99,0.5583 ,21.9909 ,20.2581 ,19.0579 ,
173.1781 ,25.4787 ,SER,-99,0.8594 ,21.3800 ,20.6063 ,19.3231 ,
173.8651 ,1.2073 ,DEV,-99,0.6999 ,22.9122 ,20.9990 ,19.3878 ,
174.2082 ,10.0236 ,SER,0.6009,0.6014 ,21.0083 ,19.3133 ,17.9337 ,
174.2820 ,14.7811 ,SER,0.7206254,0.6800 ,21.6398 ,19.9145 ,18.3712 ,Huang et al. 2021
174.7971 ,17.5769 ,DEV,0.3179,0.3089 ,19.0602 ,17.4586 ,16.6215 ,
174.8727 ,-2.3072 ,DEV,-99,0.7312 ,22.7548 ,20.6972 ,18.9845 ,Huang et al. 2021
175.0410 ,22.8792 ,DEV,0.59510666,0.5776 ,21.0737 ,19.3477 ,18.0431 ,Huang et al. 2021
175.1694 ,11.1880 ,DEV,0.5084,0.4492 ,20.9526 ,19.1440 ,18.0118 ,
175.1752 ,-0.7266 ,REX,-99,0.7642 ,21.6864 ,20.6876 ,19.4022 ,HOLISMOKES8 HOLISMOKES6+13
175.1752 ,-0.7266 ,REX,-99,0.7642 ,21.6864 ,20.6876 ,19.4022 ,Huang et al. 2021
175.5973 ,-4.2701 ,SER,-99,0.4237 ,22.1596 ,20.2791 ,19.1891 ,
175.6635 ,6.2994 ,DEV,-99,0.7552 ,22.3194 ,20.7853 ,19.1331 ,
176.0994 ,13.6917 ,SER,-99,0.1708 ,19.2312 ,18.0789 ,17.3504 ,Stein et al.2022
176.0994 ,13.6917 ,SER,-99,0.1708 ,19.2312 ,18.0789 ,17.3504 ,
176.1563 ,26.0035 ,SER,-99,0.5317 ,20.8651 ,19.3408 ,18.2710 ,
176.1872 ,26.8479 ,SER,-99,0.6423 ,20.7907 ,19.7261 ,18.7409 ,
176.1885 ,28.0522 ,EXP,-99,0.9722 ,23.9989 ,21.9490 ,19.8797 ,Stein et al.2022
176.2391 ,30.5580 ,DEV,0.8256231,0.8181 ,22.1010 ,20.8179 ,19.2288 ,Huang et al. 2021
176.5616 ,24.5493 ,DEV,-99,0.8786 ,22.9112 ,21.4641 ,19.6249 ,
176.8787 ,-2.0677 ,SER,0.71420956,0.6519 ,20.9657 ,19.8551 ,18.6401 ,Stein et al.2022
176.9451 ,18.0651 ,EXP,-99,0.8212 ,21.1368 ,20.5081 ,19.4367 ,
177.0183 ,29.4844 ,DEV,-99,0.8062 ,21.3859 ,20.4313 ,18.8658 ,Huang et al. 2021
